Q29,Q29_TEXT,Q10,Q11,Q12,Q14,Q31,Q15,Q16,Q17,Q18,Q19,Q28,Q20,Q20_TEXT,Q21,Q22,Q22_TEXT
United States, ,35,Female,12,4-year degree,Yes,Client Engagement Manager,"41-9031.00	Sales Engineers",Full-time,Private (for-profit) sector,Yes,No,American Dollar,150000,50,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,32,Female,2,4-year degree,Yes,Customer Service Representative,Customer Service,Full-time,Private (for-profit) sector,No,No,American Dollar,"60,000",40,Caucasian, 
United States, ,20,Male,1,High school/GED,Yes,CPhT/University Student,29-2052.00 - Pharmacy Technicians,Part-time,Private (for-profit) sector,Yes,No,American Dollar,"$19,000 (before taxes, $17,700 after taxes.)",34,Caucasian, 
United States, ,56,Female,4,High school/GED,Yes,Admin Team Floater,First-Line Supervisors of Office and Administrative Support Workers,Full-time,Private (for-profit) sector,Yes,Yes,American Dollar,"25,000",40,Caucasian, 
 , , , , , , , , , , ,Yes,No, , , ,Native American, 
 , , , , , , , , , , , , , , , , , 
United States, ,30,Male,12,4-year degree,Yes,Allied Trades Technician,"55-1019.00 Military Officer Special and Tactical Operations Leaders, All Other",Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,"75,000",45,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,53,Female,16,2-year degree,Yes,postal window clerk,postal services clerk,Part-time,Private (for-profit) sector,Yes,No,American Dollar,45000,26,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,48,Female,3,2-year degree,Yes,Work from home odd jobs,Customer Service Representatives,Part-time,Private (for-profit) sector,Yes,No,I'd rather not say, ,20,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,27,Female,1,Masters or equivalent,Yes,Accountant,Accountants,Full-time,Private (for-profit) sector,Yes,No,American Dollar,72500,40,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,37,Female,1,4-year degree,Yes,Web Designer,27-1024.00 - Graphic Designers,Full-time,Private (for-profit) sector,Yes,No,American Dollar,47000,45,Caucasian, 
United States, ,23,Female,1,High school/GED,Yes,Customer Service Rep,Customer Service Representatives,Full-time,Private (for-profit) sector,Yes,No,American Dollar,20000,40,Caucasian, 
 , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , 
United States, ,22,Female,2,4-year degree,Yes,sales associate,"41-2031.00	Retail Salespersons",Full-time,Private (for-profit) sector,Yes,No,American Dollar,16000,38,Caucasian, 
United States, ,33,Male,15,4-year degree,Yes,QA Manager,Quality Control Analysts,Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,"63,000",40,Caucasian, 
United States, ,27,Male,4,High school/GED,Yes,Phone Operator,"Switchboard Operators, Including Answering Service",Full-time,Private (for-profit) sector,Yes,No,American Dollar,"20,000",40,Hispanic, 
United States, ,36,Male,5,4-year degree,Yes,Software Engineer,"Software Developers, Systems Software",Full-time,Private (for-profit) sector,Yes,No,American Dollar,70000,40,Asian, 
 , , , , , , , , , , , , , , , , , 
United States, ,29,Female,6,Masters or equivalent,Yes,Archives Specialist,Archivists,Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,"55,000",40,Caucasian, 
United States, ,45,Female,2,Masters or equivalent,Yes,Technical Writer,Technical Writers,Full-time,Private (for-profit) sector,Yes,No,I'd rather not say, ,40,Caucasian, 
United States, ,34,Female,4.5,4-year degree,Yes,Transfers Associate II,Brokerage Clerk,Full-time,Private (for-profit) sector,Yes,No,American Dollar,39000,40,Caucasian, 
United States, ,29,Female,1,4-year degree,Yes,HR Assistant,43-4161.00,Full-time,Private (for-profit) sector,Yes,No,American Dollar,"$35,000 ",45,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,57,Female,2,Masters or equivalent,Yes,Assistant Director,"Education Administrators, Postsecondary",Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,42000,48,Caucasian, 
 , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , 
United States, ,23,Male,1,4-year degree,Yes,Aviation Technician,49-3011.00,Full-time,Private (for-profit) sector,Yes,No,American Dollar,"134,000",54,Caucasian, 
United States, ,50,Male,9,High school/GED,Yes,Chef/Manager,35-1011.00,Full-time,Private (for-profit) sector,Yes,No,American Dollar,26000,40,Caucasian, 
United States, ,39,Female,3,2-year degree,Yes,Sales,Sales representative,Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,"24,000",40,African American, 
United States, ,30,Female,3,2-year degree,Yes,Tech support,"15-1151.00  	Computer User Support Specialists",Full-time,Private (for-profit) sector,Yes,No,American Dollar,400000,35,Caucasian, 
United States, ,52,Female,2,4-year degree,Yes,production manager,Marketing Manager,Part-time,Private (for-profit) sector,Yes,No,I'd rather not say, ,20,Caucasian, 
United States, ,33,Female,3,4-year degree,Yes,Manager - Revenue Generation,11-1021.00 - General and Operations Managers,Full-time,Private (for-profit) sector,Yes,No,American Dollar,50000,45,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,29,Male,2,4-year degree,Yes,Assistant to Nuns,Religious worker,Full-time,Public (not-for-profit) sector,No,No,I'd rather not say, ,40,Caucasian, 
United States, ,39,Male,11,Masters or equivalent,Yes,Senior Project Manager,Civil Engineers,Full-time,Private (for-profit) sector,Yes,No,American Dollar,105000,40,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,26,Female,1,High school/GED,Yes,Administrative Assistant,"43-4171.00 	Receptionists and Information Clerks Bright Outlook",Part-time,Private (for-profit) sector,Yes,No,American Dollar,5000,10,Caucasian, 
United States, ,25,Female,3,4-year degree,Yes,Lab Research Assistant,Medical and Clinical Laboratory Technologists,Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,42000,40,Asian, 
United States, ,39,Female,3,4-year degree,Yes,Property Manager,11-9141.00,Part-time,Private (for-profit) sector,No,No,American Dollar,"25,000",10,Caucasian, 
United States, ,27,Male,1,2-year degree,Yes,Shipping Team Lead,"Shipping, Receiving, and Traffic Clerks",Full-time,Private (for-profit) sector,Yes,No,American Dollar,22000,40,Caucasian, 
 , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , 
United States, ,44,Male,10,2-year degree,Yes,cashier,cashiers,Full-time,Private (for-profit) sector,Yes,No,American Dollar,18500,36,African American, 
United States, ,48,Female,23,Ph.D. or equivalent,Yes,Attorney,Legal,Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,137000,40,Caucasian, 
United States, ,28,Male,2,4-year degree,Yes,Cashier,Cashiers,Part-time,Private (for-profit) sector,Yes,No,American Dollar,15500,35,Caucasian, 
 , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , 
United States, ,32,Male,9,High school/GED,Yes,Co-FOunder,"Directors, Religious Activities and Education",Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,20000,30,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,33,Female,8,High school/GED,Yes,Circulation Clerk,Library Technicians,Part-time,Public (not-for-profit) sector,Yes,No,American Dollar,12000,25,Caucasian, 
United States, ,63,Female,12,2-year degree,Yes,caretaker at humane society,nonfarm animal caretaker,Part-time,Public (not-for-profit) sector,Yes,No,American Dollar,12000,20,Caucasian, 
United States, ,40,Male,6,4-year degree,Yes,Software Developer,"15-1132.00 - Software Developers, Applications",Full-time,Private (for-profit) sector,Yes,No,American Dollar,200000,44,Caucasian, 
United States, ,24,Male,6,High school/GED,Yes,Manager,Food Service Managers,Full-time,Private (for-profit) sector,Yes,No,American Dollar,"28,000",48,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,32,Female,2,High school/GED, ,freelance writer,"Poets, Lyricists and Creative Writers",Full-time,Public (not-for-profit) sector,No,Yes,I'd rather not say, ,40,Asian, 
 , , , , , , , , , , , , , , , , , 
United States, ,36,Female,5,Masters or equivalent,Yes,Instructor of Converging Communication Technology,"25-1122.00 - Communications Teachers, Postsecondary",Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,"50,000",40,Caucasian, 
United States, ,68,Male,2,4-year degree,Yes,Brewmaster,industrial production manager,Part-time,Private (for-profit) sector,No,No,American Dollar,85000,16,Caucasian, 
United States, ,24,Male,0,4-year degree,Yes,cleaning/maintainance,"Building Cleaning Workers, All Other",Full-time,Private (for-profit) sector,Yes,No,I'd rather not say, ,80,Hispanic, 
United States, ,22,Female,1,High school/GED,Yes,Copy & Print Associate,Photographic Process Workers and Processing Machine Operators,Full-time,Private (for-profit) sector,Yes,No,I'd rather not say, ,40,Caucasian, 
United States, ,41,Female,0,2-year degree,Yes,data processor,Data Entry Keyers,Full-time,Private (for-profit) sector,Yes,Yes,American Dollar,10500,110,Caucasian, 
United States, ,32,Female,3,4-year degree,Yes,clien services manager,First-Line Supervisors of Non-Retail Sales Workers,Full-time,Private (for-profit) sector,Yes,No,American Dollar,44000,40,Caucasian, 
 , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , 
United States, ,20,Female,1,High school/GED,Yes,Office Assistant,"Office Clerk, general",Part-time,Private (for-profit) sector,Yes,No,American Dollar,"4,000",17,Caucasian, 
United States, ,52,Male,2,Masters or equivalent,Yes,Senior Developer,"Software Developers, Systems Software",Full-time,Private (for-profit) sector,Yes,No,American Dollar,95000,40,Caucasian, 
United States, ,32,Male,8,High school/GED,Yes,Correctional Officer,Correctional Officers and Jailers,Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,"65,000",40,Caucasian, 
United States, ,23,Male,7,2-year degree,Yes,Custodian,First-Line Supervisors of Housekeeping and Janitorial Workers,Part-time,Private (for-profit) sector,No,Yes,American Dollar,10000,20,Caucasian, 
United States, ,49,Male,25,High school/GED,Yes,Hair Stylist,39-5012.00,Full-time,Private (for-profit) sector,Yes,No,American Dollar,45000,40,Caucasian, 
United States, ,23,Female,2,4-year degree,Yes,Sales Analyst,Sales Representative,Full-time,Private (for-profit) sector,Yes,No,American Dollar,40000,40,Caucasian, 
United States, ,33,Female,1,Masters or equivalent,Yes,Regional Extension Educator,"25-3099.00 - Teachers and Instructors, All Other",Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,40000,40,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,33,Male,11,2-year degree,Yes,Consulatant,Customer Service Representatives,Full-time,Private (for-profit) sector,Yes,No,American Dollar,"40,000",40,Caucasian, 
United States, ,43,Female,2,High school/GED,Yes,Customer Service Representative,Customer Service Representatives,Part-time,Private (for-profit) sector,Yes,No,American Dollar,26000,30,Caucasian, 
United States, ,23,Male,1,2-year degree,Yes,Dishwasher,35-9021.00 - Dishwashers,Full-time,Private (for-profit) sector,Yes,No,American Dollar,17000,40,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,19,Male,0,High school/GED,Yes,Student,N/A,Full-time,Public (not-for-profit) sector,Yes,Yes,American Dollar,0,0,Caucasian, 
United States, ,23,Female,1,4-year degree,Yes,Marketing and Design Assistant,Marketing Manager,Part-time,Private (for-profit) sector,Yes,No,American Dollar,"10,000",10,African American, 
United States, ,60,Male,6,2-year degree,Yes,parts,"41-2022.00 	Parts Salespersons",Part-time,Private (for-profit) sector,Yes,No,American Dollar,45000,25,Caucasian, 
United States, ,34,Female,6,Masters or equivalent,Yes,Lead Auditor,13-2011.02 - Auditors,Full-time,Private (for-profit) sector,Yes,No,American Dollar,100000,40,Caucasian, 
 , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , 
United States, ,67,Female,0,High school/GED,Yes,Retired,Administrative Services Manager,Full-time,Private (for-profit) sector,No,No,American Dollar,25000,0,Caucasian, 
United States, ,42,Male,12,4-year degree,Yes,Editor,Editor,Full-time,Private (for-profit) sector,Yes,No,American Dollar,45000,45,Caucasian, 
United States, ,26,Female,3,4-year degree,No,Community Service Officer,33-3051.01,Full-time,Public (not-for-profit) sector,Yes,No,I'd rather not say, ,40,Hispanic, 
United States, ,31,Female,8,4-year degree,Yes,Teacher,"25-2053.00	Special Education Teachers, Middle School",Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,45000,45,Hispanic, 
 , , , , , , , , , , , , , , , , , 
United States, ,22,Female,3,4-year degree,Yes,Medical Office Assistant,Medical Assistants,Full-time,Private (for-profit) sector,Yes,No,American Dollar,"20,000",35,Caucasian, 
 , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , 
United States, ,57,Male,6,4-year degree,Yes,insurance claims,"Claims Examiners, Property and Casualty Insurance",Full-time,Private (for-profit) sector,Yes,No,American Dollar,46000,40,Caucasian, 
United States, ,33,Female,3,High school/GED,Yes,ADMINISTRATIVE ASSISTANT,Executive Secretaries and Executive Administrative Assistants,Full-time,Private (for-profit) sector,Yes,No,American Dollar,35000,36,Caucasian, 
United States, ,37,Female,12,2-year degree,Yes,IT Business Analyst,"15-1121.00	Computer Systems Analysts",Full-time,Private (for-profit) sector,Yes,No,American Dollar,50000,40,Caucasian, 
United States, ,34,Female,6,4-year degree,Yes,Teacher,"Elementary School Teachers, Except Special Education",Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,35000,50,Caucasian, 
United States, ,49,Female,15,4-year degree,Yes,staff assistant,Executive Secretaries and Executive Administrative Assistants,Full-time,Private (for-profit) sector,Yes,No,American Dollar,"39,000",40,Caucasian, 
United States, ,23,Male,3,4-year degree,Yes,Support Specialist,Computer User Support Specialists,Part-time,Public (not-for-profit) sector,Yes,No,American Dollar,8000,20,Caucasian, 
United States, ,22,Female,3,High school/GED,Yes,Server,Server,Part-time,Private (for-profit) sector,Yes,No,American Dollar,"15,000",25,Hispanic, 
 , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , 
United States, ,34,Male,2,4-year degree,Yes,Financial Marketing Consultant,13-1161.00 Market Research Analysts and Marketing Specialists,Full-time,Private (for-profit) sector,Yes,No,American Dollar,60000,35,Caucasian, 
United States, ,32,Male,4,Masters or equivalent,Yes,Scientist,19-2031.00,Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,42500,40,Caucasian, 
Canada, ,33,Male,7,4-year degree,Yes,Accountant,Accountants,Full-time,Private (for-profit) sector,Yes,No,Canadian Dollar,90000,45,Caucasian, 
United States, ,30,Female,2,4-year degree,Yes,Laboratory Technician,Medical and Clinical Laboratory Technician,Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,27000,40,Hispanic, 
United States, ,29,Female,4,4-year degree,Yes,Sr. Lab Tech,Social Science Research Assistants,Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,"39,000",40,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,37,Male,10,High school/GED,Yes,Author,"27-3043.05 - Poets, Lyricists and Creative Writers",Full-time,Private (for-profit) sector,Yes,No,American Dollar,12000,80,Caucasian, 
 , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , 
